id,stat,choice1,choice2,credit,laceup_only,tuxedo_only,strapless_bev,bevelled_only,parka_bev,blended_only,cuffs_only,pleated_only,wkday_8_11A,wkday_2_5P,wkday_11_8A,wkday_5_11P,wkday_11_2P,wkend_2_11P,wkend_11_2P,wkend_11_A,sundaybest_flag
178140,loyal,T1 Faster,T2 Faster,2. <10%,1,0,1,1,2,0,0,0,2,2,1,1,1,1,2,2,0
165758,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
111131,long,T1 Faster,T2 Faster,2. <10%,2,0,2,1,0,2,2,0,0,1,0,2,0,2,1,0,0
170813,medium,T1 Faster,T2 Faster,1. None,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
174876,loyal,T1 Slower,T2 Slower,1. None,0,2,0,0,0,0,0,0,0,1,0,2,2,2,2,0,0
98503,long,T1 Faster,T2 Faster,1. None,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
194183,loyal,T1 Faster,T2 Slower,2. <10%,2,1,1,2,0,2,0,0,0,1,2,2,1,2,0,2,0
187262,loyal,T1 Faster,T2 Faster,1. None,2,0,2,0,2,2,0,0,1,0,0,2,1,2,2,2,0
157342,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
154056,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1
136941,loyal,T1 Faster,T2 Slower,1. None,0,2,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0
193974,long,T1 Neutral,T2 Slower,1. None,1,1,2,2,2,1,2,2,1,2,0,2,2,1,2,2,0
169838,medium,T1 Faster,T2 Faster,1. None,2,0,1,2,0,0,0,2,0,2,0,2,1,2,2,0,0
155979,loyal,T1 Faster,T2 Faster,3. +10%,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
138009,medium,T1 Slower,T2 Slower,1. None,0,2,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0
193747,long,T1 Faster,T2 Neutral,1. None,1,2,1,2,1,1,1,0,1,2,0,1,2,2,2,2,0
136277,long,T1 Faster,T2 Slower,1. None,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0
173216,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
136065,medium,T1 Faster,T2 Slower,1. None,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0
130743,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
196605,long,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
113375,loyal,T1 Faster,T2 Neutral,1. None,2,0,1,0,0,0,2,0,0,0,2,2,0,2,2,0,0
192342,loyal,T1 Neutral,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0
103710,loyal,T1 Slower,T2 Slower,1. None,1,2,1,1,0,2,2,1,1,1,1,1,1,1,2,2,0
196416,loyal,T1 Neutral,T2 Slower,1. None,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0
120911,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
195895,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0
109121,loyal,T1 Faster,T2 Faster,1. None,1,0,2,0,0,0,0,2,1,2,0,0,2,2,2,0,0
134121,long,T1 Faster,T2 Slower,1. None,0,2,2,0,2,0,0,0,2,2,0,0,2,0,0,0,0
171360,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1
184556,long,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
132254,loyal,T1 Faster,T2 Slower,1. None,2,2,0,0,0,0,0,0,1,2,0,2,2,1,2,2,0
107447,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0
108710,loyal,T1 Faster,T2 Faster,2. <10%,2,0,0,2,0,0,0,0,0,2,0,1,1,2,2,2,0
155764,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
190156,medium,T1 Faster,T2 Neutral,1. None,2,0,2,2,1,1,2,0,1,2,1,1,2,2,2,0,0
103856,short,T1 Faster,T2 Slower,1. None,1,2,2,0,2,0,2,2,0,1,2,1,1,0,0,1,0
139905,long,T1 Faster,T2 Slower,2. <10%,0,0,2,2,0,0,0,0,2,2,0,1,2,0,0,0,0
99957,long,T1 Faster,T2 Slower,1. None,1,2,2,2,1,0,2,0,1,1,1,2,1,2,2,2,0
98448,loyal,T1 Faster,T2 Neutral,1. None,0,0,2,2,2,0,0,0,2,1,0,1,1,1,2,2,0
129466,loyal,T1 Neutral,T2 Slower,1. None,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
192289,medium,T1 Faster,T2 Neutral,1. None,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
157722,medium,T1 Faster,T2 Faster,1. None,1,0,1,2,2,0,1,2,2,1,0,1,1,1,0,0,0
132950,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0
185279,loyal,T1 Faster,T2 Faster,2. <10%,0,1,1,1,2,1,0,0,1,2,0,1,2,2,2,1,0
186643,loyal,T1 Slower,T2 Slower,1. None,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0
189609,long,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
126782,loyal,T1 Faster,T2 Faster,1. None,2,0,1,2,2,2,0,1,1,2,1,2,2,1,1,1,0
185286,medium,T1 Slower,T2 Slower,1. None,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0
154652,long,T1 Faster,T2 Neutral,1. None,0,0,2,2,2,1,0,0,1,1,2,1,1,2,2,1,0
168982,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
147977,long,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
193509,long,T1 Faster,T2 Slower,1. None,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0
182923,medium,T1 Faster,T2 Slower,1. None,1,2,2,0,0,0,1,0,1,1,2,0,1,1,1,2,0
114157,medium,T1 Faster,T2 Faster,1. None,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0
115056,loyal,T1 Faster,T2 Faster,1. None,1,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0
102855,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0
133198,loyal,T1 Neutral,T2 Slower,1. None,1,2,1,1,2,1,2,0,1,1,0,2,2,1,1,0,0
166349,long,T1 Faster,T2 Faster,1. None,1,1,1,1,1,2,0,0,1,1,0,2,2,2,1,1,0
189647,loyal,T1 Faster,T2 Faster,1. None,1,0,0,2,1,0,0,0,1,2,0,2,1,2,0,0,0
193754,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1
149800,medium,T1 Neutral,T2 Slower,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
102152,loyal,T1 Faster,T2 Neutral,1. None,2,1,1,2,2,0,0,0,0,1,1,2,0,2,0,1,0
123651,loyal,T1 Faster,T2 Slower,1. None,2,2,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0
173497,loyal,T1 Faster,T2 Neutral,1. None,2,1,2,1,0,0,1,0,2,2,2,1,1,1,2,2,0
175065,loyal,T1 Faster,T2 Neutral,1. None,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0
160610,medium,T1 Faster,T2 Neutral,1. None,2,0,2,1,2,0,0,2,1,2,0,0,2,1,1,0,0
163611,loyal,T1 Faster,T2 Faster,1. None,2,0,2,2,1,0,0,0,0,2,0,2,2,2,1,0,0
153319,medium,T1 Faster,T2 Slower,1. None,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
98893,short,T1 Faster,T2 Faster,1. None,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1
154179,loyal,T1 Faster,T2 Neutral,1. None,1,1,1,1,2,0,0,2,1,2,1,1,1,1,2,2,0
143271,loyal,T1 Faster,T2 Slower,1. None,1,2,1,1,1,1,2,2,1,1,0,1,2,0,1,1,0
116620,loyal,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
170778,long,T1 Faster,T2 Neutral,1. None,2,0,0,2,0,2,0,0,0,1,0,1,1,2,2,2,0
171519,long,T1 Neutral,T2 Slower,1. None,1,1,1,1,2,0,2,2,1,2,0,2,1,2,2,1,0
192157,loyal,T1 Neutral,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,0,2,2,1,2,0,0,0
182087,loyal,T1 Faster,T2 Faster,1. None,0,0,2,2,2,0,0,0,0,2,0,2,2,2,1,0,0
112093,medium,T1 Faster,T2 Neutral,1. None,2,0,2,0,0,0,0,0,1,0,0,2,2,0,0,2,0
159832,loyal,T1 Neutral,T2 Slower,2. <10%,1,2,0,0,0,0,0,0,1,2,0,0,2,2,2,1,0
108211,short,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1
195975,loyal,T1 Faster,T2 Faster,1. None,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
139204,long,T1 Faster,T2 Neutral,1. None,1,0,0,0,0,2,0,0,1,2,0,2,1,2,0,0,0
121761,loyal,T1 Faster,T2 Faster,1. None,0,2,1,1,0,0,0,0,2,1,2,1,2,1,0,2,0
153056,loyal,T1 Faster,T2 Neutral,1. None,2,1,0,2,1,0,2,2,2,1,2,1,1,2,1,1,0
145871,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
179776,loyal,T1 Faster,T2 Slower,2. <10%,2,0,1,2,2,0,0,1,1,1,0,2,1,2,1,1,0
195154,medium,T1 Faster,T2 Faster,1. None,0,1,2,2,2,0,0,2,2,2,2,0,0,0,1,2,0
171460,long,T1 Faster,T2 Neutral,1. None,1,0,1,2,2,2,2,2,2,1,1,0,1,1,0,2,0
101988,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
148954,loyal,T1 Faster,T2 Faster,1. None,2,1,2,2,0,0,0,0,2,2,2,0,0,0,0,2,0
145324,loyal,T1 Faster,T2 Slower,1. None,2,1,0,0,1,0,0,0,1,1,2,1,1,0,1,1,0
173039,loyal,T1 Faster,T2 Neutral,2. <10%,2,0,2,0,0,0,0,0,0,1,0,2,2,2,0,0,0
133023,loyal,T1 Faster,T2 Neutral,2. <10%,1,1,2,2,2,2,1,2,1,1,0,2,2,1,1,0,0
147267,medium,T1 Faster,T2 Faster,1. None,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
108425,loyal,T1 Neutral,T2 Slower,2. <10%,2,2,1,2,0,2,0,0,1,1,0,2,1,2,1,0,0
137092,loyal,T1 Faster,T2 Neutral,1. None,1,1,1,0,1,2,1,0,2,2,0,2,1,1,1,1,0
109003,loyal,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
124381,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1
159868,long,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
187133,long,T1 Faster,T2 Neutral,1. None,2,0,2,1,0,0,0,0,1,2,1,2,1,2,2,1,0
112188,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
175507,medium,T1 Faster,T2 Slower,1. None,1,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
113971,medium,T1 Faster,T2 Faster,1. None,2,0,2,0,2,0,0,0,2,1,2,1,0,1,1,2,0
148222,loyal,T1 Faster,T2 Slower,1. None,2,0,1,0,0,0,1,0,1,2,0,2,1,1,2,1,0
166979,medium,T1 Neutral,T2 Slower,1. None,0,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,1
145973,loyal,T1 Faster,T2 Slower,1. None,1,2,1,1,1,0,0,0,2,2,1,1,1,1,1,0,0
134230,medium,T1 Faster,T2 Slower,1. None,1,2,0,0,0,2,2,0,2,1,0,1,2,0,2,2,0
130972,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
129691,medium,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,2,0,2,0,2,2,2,0,0,0
179017,medium,T1 Faster,T2 Neutral,1. None,1,0,2,2,1,2,0,0,0,1,0,2,1,2,1,2,0
186582,loyal,T1 Faster,T2 Slower,1. None,1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,0
107800,long,T1 Faster,T2 Faster,1. None,1,1,2,1,2,0,1,2,1,1,1,2,2,2,1,1,0
146894,loyal,T1 Neutral,T2 Slower,1. None,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
188378,medium,T1 Faster,T2 Slower,1. None,2,0,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0
182539,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
167237,long,T1 Faster,T2 Neutral,1. None,0,0,1,0,2,0,0,0,1,0,2,1,0,0,0,2,0
150544,long,T1 Faster,T2 Slower,3. +10%,2,0,0,2,0,2,0,0,1,2,0,2,0,1,2,0,0
183337,medium,T1 Faster,T2 Slower,1. None,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
111945,medium,N/A - No AOG,N/A - No AOG,1. None,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
114136,medium,T1 Faster,T2 Neutral,1. None,0,0,1,2,0,0,0,0,1,2,0,1,1,2,1,0,0
137762,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
130163,loyal,T1 Faster,T2 Slower,2. <10%,2,1,2,1,2,0,0,2,1,1,0,1,2,1,2,1,0
145966,medium,T1 Faster,T2 Neutral,1. None,2,0,2,1,1,0,0,0,1,1,0,0,2,2,2,1,0
116349,loyal,T1 Neutral,T2 Slower,1. None,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,0
126057,loyal,T1 Faster,T2 Neutral,1. None,2,0,2,0,2,0,0,0,1,0,0,2,2,0,0,2,0
114935,long,T1 Faster,T2 Neutral,1. None,2,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0
138756,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,1
177172,long,T1 Faster,T2 Faster,1. None,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
131050,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1
126977,long,T1 Slower,T2 Slower,1. None,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,1
105661,loyal,T1 Faster,T2 Neutral,1. None,2,0,0,1,2,0,0,0,2,0,2,0,1,0,1,0,1
192221,short,T1 Faster,T2 Slower,1. None,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1
183465,long,T1 Faster,T2 Neutral,1. None,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
104828,medium,T1 Neutral,T2 Slower,1. None,2,1,1,0,1,0,0,0,1,1,2,2,1,2,2,2,0
129773,loyal,T1 Faster,T2 Faster,2. <10%,0,0,0,2,0,0,0,0,0,0,0,2,1,2,2,2,0
130932,medium,T1 Faster,T2 Slower,1. None,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0
121313,long,T1 Faster,T2 Faster,2. <10%,2,1,1,0,0,0,0,0,2,1,0,0,1,1,1,1,0
148578,loyal,T1 Neutral,T2 Slower,2. <10%,1,2,0,2,0,2,0,0,0,1,0,2,0,2,2,0,0
104816,loyal,T1 Faster,T2 Slower,3. +10%,1,1,1,0,1,0,0,2,2,2,0,0,1,1,2,1,0
181348,loyal,T1 Faster,T2 Faster,1. None,2,0,2,2,1,0,0,0,2,0,0,0,1,1,2,2,0
194518,loyal,T1 Slower,T2 Slower,2. <10%,1,2,2,0,1,0,2,0,2,1,2,1,1,1,1,2,0
130554,long,T1 Faster,T2 Faster,1. None,1,0,1,0,1,2,0,0,2,1,0,1,2,1,2,2,0
170109,loyal,T1 Faster,T2 Slower,1. None,1,0,0,0,2,2,0,2,2,1,0,0,0,1,0,0,0
166442,long,T1 Faster,T2 Neutral,3. +10%,2,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0
133735,long,T1 Faster,T2 Faster,1. None,0,0,0,0,2,2,0,0,0,2,1,2,1,1,1,0,0
158167,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
115058,short,T1 Faster,T2 Neutral,1. None,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1
140288,loyal,T1 Faster,T2 Slower,1. None,1,1,0,1,1,1,0,2,1,2,1,2,2,1,1,0,0
183537,long,T1 Faster,T2 Neutral,1. None,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0
168899,medium,T1 Faster,T2 Faster,1. None,2,1,1,0,0,0,0,0,1,2,2,1,1,2,2,2,0
100121,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
133004,long,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0
148676,loyal,T1 Neutral,T2 Slower,1. None,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
173863,loyal,T1 Faster,T2 Faster,3. +10%,2,0,2,1,2,0,1,0,2,2,2,1,1,1,1,1,0
100026,short,T1 Faster,T2 Faster,1. None,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
130404,loyal,T1 Faster,T2 Faster,1. None,0,1,2,0,2,0,0,2,1,2,0,1,2,2,2,0,0
137885,loyal,T1 Faster,T2 Neutral,2. <10%,1,0,1,1,2,0,2,2,1,1,2,2,2,1,0,0,0
145753,loyal,T1 Slower,T2 Slower,1. None,0,2,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0
126810,long,T1 Faster,T2 Faster,3. +10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
141163,long,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
170114,medium,T1 Faster,T2 Slower,1. None,1,2,1,1,2,1,0,2,0,2,0,2,1,2,2,1,0
160570,medium,T1 Neutral,T2 Slower,1. None,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0
109107,medium,T1 Faster,T2 Faster,1. None,1,0,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0
141666,long,T1 Faster,T2 Faster,3. +10%,1,1,0,2,0,0,0,0,2,1,0,1,2,1,2,2,0
191927,long,T1 Faster,T2 Slower,1. None,2,1,1,1,1,0,1,0,2,2,1,1,2,1,2,1,0
165362,long,T1 Faster,T2 Slower,1. None,1,0,0,2,2,0,0,0,2,2,0,2,2,2,2,1,0
129885,loyal,T1 Faster,T2 Slower,2. <10%,1,0,0,2,2,0,0,2,0,2,0,0,2,1,0,0,0
141273,loyal,T1 Faster,T2 Neutral,1. None,2,0,2,1,1,0,2,2,1,2,2,1,2,1,2,2,0
171282,medium,T1 Faster,T2 Neutral,1. None,2,0,1,1,2,0,2,2,1,2,0,1,2,2,1,0,0
107718,long,T1 Faster,T2 Slower,1. None,1,2,0,0,2,0,0,0,1,2,0,0,2,0,2,2,0
193694,medium,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0
133995,long,T1 Faster,T2 Faster,1. None,2,1,1,2,2,1,0,0,2,1,0,1,1,2,2,1,0
164983,loyal,T1 Faster,T2 Faster,2. <10%,1,0,1,1,2,0,2,2,1,1,0,1,1,2,2,2,0
172617,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
174555,medium,T1 Faster,T2 Neutral,3. +10%,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
149238,medium,T1 Faster,T2 Neutral,3. +10%,1,0,0,2,0,0,0,0,1,2,0,2,2,0,0,0,0
188311,medium,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
143998,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,1,0,0,0,2,0,0,0,1,0,1,2,0
178313,loyal,T1 Faster,T2 Neutral,1. None,1,1,0,0,2,0,0,0,1,2,0,0,2,2,0,0,0
165522,loyal,T1 Faster,T2 Slower,1. None,1,1,1,2,2,0,1,2,2,1,0,1,1,1,1,1,0
109320,loyal,T1 Faster,T2 Faster,1. None,1,0,0,2,0,1,0,0,0,2,0,2,2,2,1,1,0
138403,medium,T1 Faster,T2 Faster,1. None,2,0,2,0,2,0,0,0,2,1,2,1,2,0,2,1,0
156373,loyal,T1 Neutral,T2 Slower,1. None,0,1,2,2,2,0,0,0,1,2,0,0,2,1,0,0,0
145321,long,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
126159,loyal,T1 Slower,T2 Slower,3. +10%,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0
117023,loyal,T1 Faster,T2 Neutral,1. None,0,0,1,2,0,0,0,0,1,1,0,2,2,2,0,2,0
160138,medium,T1 Faster,T2 Slower,1. None,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,1
111880,long,T1 Faster,T2 Neutral,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
161370,medium,T1 Faster,T2 Neutral,1. None,2,0,0,1,2,0,0,0,2,1,2,0,0,0,0,1,0
165157,medium,T1 Faster,T2 Faster,1. None,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1
136692,loyal,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
186740,loyal,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,2,1,2,1,1,0,0,2,0
190552,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0
190651,medium,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0
113676,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
175648,long,T1 Faster,T2 Faster,2. <10%,1,0,2,2,0,1,2,2,0,2,0,2,2,2,1,1,0
149279,loyal,T1 Faster,T2 Slower,2. <10%,2,1,0,2,1,0,1,0,0,0,2,2,1,2,2,1,0
174522,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
126246,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1
152080,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
141872,loyal,T1 Slower,T2 Slower,1. None,2,2,1,1,0,0,1,0,1,1,2,2,1,2,1,1,0
133933,loyal,T1 Faster,T2 Slower,1. None,1,0,1,2,1,1,0,0,1,1,1,2,2,1,0,1,0
149310,medium,T1 Faster,T2 Slower,1. None,1,1,2,2,2,2,2,2,2,2,0,1,1,1,2,1,0
151967,long,T1 Faster,T2 Neutral,1. None,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0
125058,short,T1 Faster,T2 Neutral,1. None,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0
105312,loyal,T1 Faster,T2 Neutral,1. None,0,0,1,2,2,0,0,0,2,2,1,1,1,0,0,1,0
192901,loyal,T1 Faster,T2 Neutral,2. <10%,1,0,1,2,1,2,2,2,0,2,0,1,1,2,2,0,0
156263,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1
137609,medium,T1 Faster,T2 Slower,1. None,2,1,0,0,0,0,0,0,2,1,0,1,2,2,1,1,0
174186,medium,T1 Slower,T2 Slower,2. <10%,1,2,1,1,1,0,0,1,2,1,0,1,1,1,2,1,0
130156,long,T1 Faster,T2 Neutral,2. <10%,2,1,1,2,1,2,0,0,1,2,1,2,1,2,2,1,0
142328,medium,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
111437,medium,T1 Faster,T2 Neutral,1. None,2,0,0,2,0,2,0,0,2,1,0,2,1,1,2,0,0
139323,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1
171040,medium,T1 Neutral,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
124264,loyal,T1 Faster,T2 Neutral,1. None,0,0,0,2,2,0,0,0,0,2,0,2,2,0,0,0,0
158409,long,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1
117974,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
149323,loyal,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
105426,medium,T1 Neutral,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0
189788,loyal,T1 Faster,T2 Neutral,1. None,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1
99971,long,T1 Faster,T2 Faster,3. +10%,1,0,2,1,1,2,0,2,0,2,1,2,1,2,0,0,0
157898,long,T1 Faster,T2 Slower,1. None,1,2,1,0,0,0,0,0,1,2,0,2,0,2,0,0,0
155050,loyal,T1 Faster,T2 Faster,1. None,1,2,2,1,2,0,2,0,1,2,0,2,2,1,1,0,0
143901,long,T1 Faster,T2 Slower,2. <10%,1,2,2,0,2,0,1,0,1,1,2,1,1,1,2,2,0
183616,medium,T1 Faster,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
172179,loyal,T1 Faster,T2 Faster,1. None,2,1,2,2,0,0,0,0,1,1,0,1,2,2,2,2,0
171774,medium,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0
191912,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
143447,loyal,T1 Faster,T2 Slower,1. None,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
118506,medium,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
146723,loyal,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0
109696,loyal,T1 Slower,T2 Slower,1. None,1,2,0,0,0,2,0,0,0,1,0,2,0,1,1,0,0
